"";"Timestamp";"What.programme.are.you.in.";"Have.you.taken.a.course.on.machine.learning.";"Have.you.taken.a.course.on.information.retrieval.";"Have.you.taken.a.course.on.statistics.";"Have.you.taken.a.course.on.databases.";"What.is.your.gender.";"Chocolate.makes.you.....";"birthday.x";"neighbors.x";"stand";"stress";"gain";"rn";"bed_time";"What.makes.a.good.day.for.you..1..";"What.makes.a.good.day.for.you..2.."
"148";"3/30/2021 11:36:30";"Computational Sciences ";"no";"0";"mu";"unknown";"male";"neither";"1999-06-24";0;"no";20;1;7;"23H 30M 0S";"Friends";"Sport"
"149";"3/30/2021 11:40:04";"MSc Stochastics and Financial Mathematics";"yes";"0";"mu";"nee";"female";"fat";"1996-12-26";2;"yes";70;0;6;"23H 0M 0S";"sun";"free time"
"150";"3/30/2021 11:41:42";"AI (uva)";"yes";"1";"mu";"nee";"male";"slim";"1999-07-25";4;"no";10;60;2;"30M 0S ";"good night sleep";"things to do"
"151";"3/30/2021 11:49:20";"Computational Science";"no";"1";"mu";"nee";"male";"fat";"1997-09-27";0;"no";70;80;7;"2H 0M 0S";"Good weather";"Good news"
"152";"3/30/2021 11:52:45";"MSc AI";"no";"1";"mu";"ja";"male";"fat";"1995-08-05";0;"no";30;5;NA;"1H 0M 0S";"productivity";"food"
"153";"3/30/2021 11:54:04";"AI";"no";"1";"sigma";"nee";"female";"fat";"1997-11-17";0;"no";50;5;8;"23H 59M 0S";"When I see my friends";"Delicious food"
"154";"3/30/2021 11:54:41";"AI";"yes";"0";"mu";"ja";"female";"neither";"1993-11-30";3;"no";10;20;8;"1H 15M 0S";"coffee";"sunny weather"
"155";"3/30/2021 11:57:06";"Econometrics ";"no";"unknown";"mu";"ja";"male";"unknown";NA;2;"unknown";80;NA;NA;"1H 0M 0S";"Progress ";"Happiness "
"156";"3/30/2021 11:58:45";"Econometrics and data science";"no";"0";"mu";"ja";"male";"unknown";"1993-07-06";0;"no";25;NA;NA;"0S  ";"Friends";"Fulfillment"
"157";"3/30/2021 12:05:21";"Masters of Artificial Intelligence";"no";"1";"unknown";"ja";"male";"neither";"1998-02-03";0;"no";80;50;NA;"23H 10M 0S";"Finishing a lot of work";"Playing video games with friends"
"158";"3/30/2021 12:15:56";"Master Artificial Intelligence: Cognitive Sciences ";"no";"1";"mu";"nee";"male";"I have no idea what you are talking about";"1996-11-12";0;"no";20;0;NA;"0S  ";"sun";"soccer"
"159";"3/30/2021 12:17:26";"Artificial Intelligence";"yes";"1";"mu";"ja";"male";"fat";NA;0;"no";20;50;7;"1H 0M 0S";"The sun";"Being together with friends"
"160";"3/30/2021 12:18:44";"Data science";"yes";"1";"mu";"ja";"female";"neither";"1993-02-19";0;"no";0;50;7;"1H 30M 0S";"surfing";"sun"
"161";"3/30/2021 12:20:44";"CS";"yes";"unknown";"mu";"ja";"male";"neither";"1997-07-09";0;"no";99;0,05;NA;"1H 30M 0S";"Xtc";"Weightlifting"
"162";"3/30/2021 12:24:09";"M Information Sciences";"no";"1";"mu";"ja";"male";"neither";NA;0;"no";60;10;NA;"0S  ";"Sunny";"Friends"
"163";"3/30/2021 12:26:34";"Business Analytics";"yes";"1";"mu";"nee";"male";"fat";NA;0;"no";60;100;NA;"NA  ";"Doing Data Mining";"Doing more Data Mining"
"164";"3/30/2021 12:28:12";"AI";"no";"0";"mu";"nee";"unknown";"neither";NA;1;"no";50;5;7;"2H 0M 0S";"sun ";"friends"
"165";"3/30/2021 12:29:20";"Computational Science";"no";"0";"mu";"nee";"male";"neither";"1999-02-10";1;"no";10;0,2;10;"23H 59M 0S";"No obligations";"Being at home"
"166";"3/30/2021 12:32:25";"AI";"no";"0";"mu";"ja";"male";"fat";"1996-08-06";0;"no";37;5;7;"1H 0M 0S";"snow";"not messing up something"
"167";"3/30/2021 12:33:37";"Artificial Intelligence";"yes";"unknown";"mu";"ja";"female";"fat";NA;0;"no";50;40;8;"20M 0S ";"Hanging out with friend, some good food and a nice drink.";"Riding my horse with some nice weather."
"168";"3/30/2021 12:39:07";"AI";"no";"unknown";"mu";"nee";"male";"neither";"1995-09-30";1;"no";60;5;6;"23H 30M 0S";"completed todo tasks";"real life social activity with friends"
"169";"3/30/2021 12:41:22";"BA";"yes";"0";"mu";"ja";"female";"neither";"1999-05-19";0;"no";50;75;8;"22H 0M 0S";"1";"2"
"170";"3/30/2021 12:42:26";"MSc Econometrics and Operation Research";"no";"0";"mu";"nee";"female";"neither";"1996-04-14";200;"no";20;10;10;"1H 2M 0S";"Nice weather";"Breaks and fun with friends"
"171";"3/30/2021 12:43:04";"AI";"no";"0";"mu";"nee";"male";"fat";"1997-08-05";0;"no";80;10;9;"22H 0M 0S";"good sleep";"Me time"
"172";"3/30/2021 12:46:03";"Information sciences";"no";"unknown";"mu";"ja";"female";"neither";"1996-05-03";8;"no";2;50;3;"22H 30M 0S";"the sun";"finishing the to-do list"
"173";"3/30/2021 12:46:26";"Information Studies (Data Science) @ UvA";"yes";"0";"mu";"nee";"male";"neither";NA;0;"no";70;1;8;"1H 0M 0S";"sleeping well";"nice breakfast"
"174";"3/30/2021 12:48:30";"Computer Science";"yes";"0";"mu";"ja";"male";"fat";"1993-11-05";0;"no";30;2,75;NA;"2H 30M 0S";"Drinking coffee";"Programming"
"175";"3/30/2021 12:49:50";"AI";"no";"0";"mu";"ja";"male";"fat";"1996-07-19";1;"no";10;0;4;"38M 0S ";"sunny";"cool"
"176";"3/30/2021 12:49:57";"Econometrics and Operations Research ";"no";"0";"sigma";"unknown";"female";"neither";"1993-05-16";2;"no";80;70;NA;"11H 45M 0S";"Shining sun";"when being appreciated"
"177";"3/30/2021 12:52:26";"Bioinfromatics";"yes";"1";"unknown";"ja";"male";"fat";"1991-10-15";2;"yes";70;5;NA;"9H 0M 0S";"Having friends come over";"Spending time wth my brothers"
"178";"3/30/2021 12:53:52";"Econometrics and Operations Research ";"no";"0";"mu";"ja";"female";"neither";"1993-05-16";2;"no";80;5;NA;"11H 45M 0S";"Shining sun";"being appeciated"
"179";"3/30/2021 12:56:10";"AI";"no";"0";"mu";"nee";"female";"slim";"1997-05-01";0;"no";80;2;9;"0S  ";"My friends";"Good grades"
"180";"3/30/2021 12:57:17";"E&OR";"yes";"0";"mu";"nee";"male";"I have no idea what you are talking about";NA;0;"yes";60;69;8;"1H 0M 0S";"memes";"money"
"181";"3/30/2021 12:58:29";"CLS";"no";"0";"mu";"ja";"male";"fat";NA;0;"no";77;4321;NA;"2H 0M 0S";"Spend with Girlfriend";"Dinner and game with best friend"
"182";"3/30/2021 12:59:30";"Econometrics & Data Science";"yes";"0";"mu";"ja";"male";"fat";"1998-07-02";2;"no";10;1;7;"30M 0S ";"friends";"beer"
"183";"3/30/2021 13:06:45";"Bioinformatics & Systems biology";"yes";"0";"unknown";"unknown";"male";"unknown";NA;1;"no";90;101;NA;"0S  ";"21/04";"01/10"
"184";"3/30/2021 13:08:15";"Computational Science";"yes";"0";"mu";"nee";"male";"fat";"1995-06-19";0;"no";10;10;10;"0S  ";"Football and Beer";"Finalising a large project "
"185";"3/30/2021 13:12:28";"Management, Policy-Analysis and Entrepreneurship in Health & Life sciences";"no";"0";"mu";"ja";"female";"neither";"1996-01-29";1;"no";70;50;3;"50M 0S ";"Petting a dog ";"Reaching the goals I set for the day"
"186";"3/30/2021 13:16:39";"Econometrics";"yes";"0";"mu";"nee";"male";"neither";"1998-07-09";0;"no";80;60;2;"2H 30M 0S";"Sleep";"Sun"
"187";"3/30/2021 13:18:40";"Computer Science";"no";"1";"mu";"ja";"male";"neither";NA;1;"no";90;NA;4;"30M 0S ";"family";"exercise"
"188";"3/30/2021 13:20:00";"Finance and Technology";"yes";"0";"mu";"nee";"male";"slim";"1996-06-27";1;"no";80;50;8;"30M 0S ";"Sunlight";"Nice company"
"189";"3/30/2021 13:20:45";"AI";"yes";"1";"mu";"nee";"male";"I have no idea what you are talking about";"1997-06-29";6;"no";NA;100;NA;"NA  ";"Filling in a form about data mining";"No ronas"
"190";"3/30/2021 13:26:16";"Computational Science";"no";"0";"mu";"nee";"male";"slim";NA;100;"yes";66;0,8;6;"23H 0M 0S";"Sun";"Sports"
"191";"3/30/2021 13:30:42";"Computational Science";"no";"0";"unknown";"nee";"male";"fat";"1994-03-22";0;"no";50;0;NA;"1H 0M 0S";"Not being tired";"Eating tasty food"
"192";"3/30/2021 13:33:38";"computational science";"no";"0";"mu";"nee";"male";"slim";NA;0;"no";1;0;NA;"3H 0M 0S";"productivity";"variety"
"193";"3/30/2021 13:40:00";"EOR";"no";"0";"mu";"ja";"male";"fat";NA;2;"yes";80;20;7;"3H 30M 0S";"sun";"girls"
"194";"3/30/2021 13:41:52";"Computational Science UvA/VU";"no";"0";"mu";"nee";"male";"slim";"1991-07-20";1;"no";30;10;3;"0S  ";"good food";"plenty of sleep"
"195";"3/30/2021 13:45:25";"Bioinformatics";"yes";"0";"unknown";"nee";"female";"I have no idea what you are talking about";"1998-02-09";0;"no";55;40;NA;"20H 0M 0S";"Sun";"Cheese"
"196";"3/30/2021 13:46:26";"AI";"yes";"0";"mu";"nee";"male";"neither";"1997-05-26";0;"yes";15;NA;NA;"23H 59M 0S";"BBQ";"Surf"
"197";"3/30/2021 13:46:59";"Computational Science";"yes";"1";"sigma";"ja";"unknown";"unknown";"1992-10-28";0;"no";99;NA;NA;"22H 15M 0S";"Running";"Social activity"
"198";"3/30/2021 13:47:18";"MSc Bioinformatics & Systems Biology";"yes";"0";"unknown";"nee";"female";"I have no idea what you are talking about";NA;0;"no";19;100;7;"3H 50M 0S";"Weather";"food"
"199";"3/30/2021 13:47:20";"Computational Science";"yes";"0";"mu";"nee";"female";"fat";"1997-03-17";0;"no";50;110;9;"22H 3M 0S";"Kitesurfing";"Sunshine"
"200";"3/30/2021 13:47:21";"Computational Science";"no";"0";"mu";"nee";"male";"neither";NA;0;"no";92;NA;NA;"0S  ";"pizza";"sun"
"201";"3/30/2021 13:47:31";"Artificial Intelligence";"no";"0";"mu";"nee";"female";"neither";"1998-01-10";0;"no";30;NA;7;"23H 30M 0S";"When the sun is out";"Nice plans for the day "
"202";"3/30/2021 13:48:08";"HLT";"yes";"0";"unknown";"nee";"female";"I have no idea what you are talking about";"1997-01-01";1;"no";60;NA;NA;"1H 0M 0S";"coffee";"sunshine"
"203";"3/30/2021 13:48:10";"Computer Science";"no";"1";"mu";"ja";"male";"slim";"1993-06-08";0;"no";78;100;2;"0S  ";"Sunshine";"More sunshine"
"204";"3/30/2021 13:48:56";"Artificial Intellingence";"yes";"1";"mu";"ja";"male";"slim";"1997-06-04";0;"unknown";69;100;7;"12H 0M 0S";"fun";"bright sun"
"205";"3/30/2021 13:49:10";"Artificial Intelligence";"yes";"1";"mu";"ja";"male";"I have no idea what you are talking about";NA;0;"no";10;1;NA;"2H 0M 0S";"Good feelings";"A lot of fun"
"206";"3/30/2021 13:49:13";"Data Science";"yes";"unknown";"unknown";"ja";"male";"slim";"1996-05-20";6;"no";1;100;2;"5H 15M 0S";"Drinking Beer";"Gaming with Friends"
"207";"3/30/2021 13:49:29";"Bioinformatics and Systems Biology";"yes";"0";"mu";"ja";"male";"neither";"1998-06-04";0;"no";45;0,5;3;"23H 0M 0S";"sun";"freedom"
"208";"3/30/2021 13:49:45";"Information studies Data Science (UvA)";"yes";"0";"sigma";"nee";"male";"fat";NA;0;"no";0;NA;2;"1H 0M 0S";"enjoying the sun";"spending time with my sons"
"209";"3/30/2021 13:49:52";"Computational Science";"no";"0";"mu";"nee";"male";"fat";"1994-12-01";0;"no";0;NA;NA;"10H 0M 0S";"Sports";"Beer"
"210";"3/30/2021 13:49:54";"Master Artificial Intelligence";"yes";"1";"mu";"nee";"male";"fat";"1998-05-06";0;"no";80;NA;NA;"12H 30M 0S";"friday";"saturday"
"211";"3/30/2021 13:50:06";"Computational Sciences";"no";"0";"mu";"nee";"female";"neither";"1993-10-20";0;"no";35;3;NA;"20H 3M 0S";"Friends";"completing tasks"
"212";"3/30/2021 13:50:07";"BA";"no";"0";"mu";"nee";"male";"neither";"1999-02-20";0;"yes";44;2;5;"1H 0M 0S";"football";"running"
"213";"3/30/2021 13:50:37";"Business Analytics";"yes";"unknown";"mu";"ja";"female";"neither";"1997-01-01";4;"yes";8;NA;8;"22H 0M 0S";"Cats";"Sunshine"
"214";"3/30/2021 13:51:02";"Business Analytics";"yes";"1";"mu";"ja";"male";"neither";"1998-08-27";1;"no";20;1;NA;"NA  ";"Beer and friends";"No obligations"
"215";"3/30/2021 13:51:08";"Computer Science";"yes";"1";"mu";"ja";"female";"I have no idea what you are talking about";"1996-12-16";0;"no";50;100;NA;"22H 0M 0S";"sunshine";"good food"
"216";"3/30/2021 13:51:09";"Artificial Intelligence";"yes";"0";"mu";"nee";"male";"I have no idea what you are talking about";"1995-09-21";0;"no";80;0,3;NA;"20H 0M 0S";"If a spend my day usefull. Learned new things, improving myself";"Good weather"
"217";"3/30/2021 13:51:23";"Computational Science";"yes";"0";"mu";"ja";"male";"slim";"1990-02-21";50;"yes";80;20;NA;"22H 0M 0S";"Ice cream";"double ice cream"
"218";"3/30/2021 13:51:33";"Artificial Intelligence";"no";"0";"mu";"nee";"male";"I have no idea what you are talking about";"1996-08-24";0;"unknown";25;25;NA;"21H 37M 0S";"No work";"No stress"
"219";"3/30/2021 13:52:11";"Business Analytics";"yes";"1";"mu";"ja";"male";"I have no idea what you are talking about";NA;0;"no";50;0,69;6;"30M 0S ";"Good grade";"Not filling in excessively long forms"
"220";"3/30/2021 13:53:02";"Computer Science";"yes";"0";"sigma";"nee";"male";"fat";NA;0;"no";70;5;NA;"23H 0M 0S";"coffee";"jogging"
"221";"3/30/2021 13:53:25";"Computational Science";"yes";"1";"mu";"ja";"male";"neither";"1991-01-01";0;"yes";60;NA;NA;"2H 0M 0S";"Sunshine";"Warm weather"
"222";"3/30/2021 13:53:30";"Computer Science";"yes";"1";"mu";"nee";"female";"I have no idea what you are talking about";NA;1;"no";100;80;9;"NA  ";"Movements";"Food"
"223";"3/30/2021 13:53:48";"Business Analytics";"yes";"0";"mu";"nee";"male";"neither";"1997-07-30";0;"no";20;20;NA;"NA  ";"Sun";"Beer"
"224";"3/30/2021 13:54:12";"Econometrics and Data Science";"yes";"0";"sigma";"nee";"male";"neither";"1995-03-25";1;"no";99;50;NA;"11H 11M 0S";"Good company";"Good food"
"225";"3/30/2021 13:54:28";"Bioinformatics and systems biology";"yes";"unknown";"unknown";"nee";"female";"fat";NA;2;"no";80;0,5;7;"NA  ";"Nice weather";"Food"
"226";"3/30/2021 13:56:54";"Artificial Intelligence";"no";"0";"mu";"nee";"female";"slim";"1992-06-07";0;"no";60;20;5;"23H 0M 0S";"Doing something meaningful";"sun"
"227";"3/30/2021 13:58:13";"Information Studies: Data Science (track)";"yes";"0";"unknown";"ja";"female";"neither";"1995-10-02";0;"yes";75;10;5;"NA  ";"nothing";"nothing"
"228";"3/30/2021 13:59:04";"Bioinformatics ";"yes";"1";"sigma";"nee";"male";"neither";NA;0;"no";80;50;NA;"24H 0M 0S";"good weather ";"no body dies "
"229";"3/30/2021 13:59:37";"Artificial Intelligence";"yes";"0";"mu";"nee";"male";"slim";"1994-10-14";0;"no";0;100;7;"23H 34M 0S";"Love";"Happiness"
"230";"3/30/2021 14:04:42";"https://forms.gle/eTy4nEs3khRqPtMLA";"yes";"0";"mu";"ja";"male";"I have no idea what you are talking about";"1996-02-10";2;"no";55;1e+06;5;"NA  ";"Productivity";"Fun"
"231";"3/30/2021 14:05:45";"Data Science (information studies)";"yes";"0";"mu";"ja";"female";"fat";"1998-03-02";0;"no";100;70;NA;"15H 0M 0S";"nice food";"good workout"
"232";"3/30/2021 14:10:58";"Business Analytics";"yes";"1";"mu";"ja";"unknown";"neither";NA;1;"yes";40;5;8;"NA  ";"-";"-"
"233";"3/30/2021 14:21:35";"Computational Science";"no";"0";"mu";"nee";"male";"slim";NA;100;"yes";66;0,8;6;"23H 0M 0S";"Sun";"Sports"
"234";"3/30/2021 14:24:07";"Business Analytics";"yes";"1";"mu";"ja";"male";"fat";"1998-03-09";0;"no";20;1000;3;"10H 0M 0S";"Being productive";"Relaxing after being productive"
"235";"3/30/2021 14:24:10";"Artificial Intelligence  ";"no";"0";"mu";"ja";"male";"fat";"1996-01-30";1;"no";80;100;NA;"23H 0M 0S";"Good sleep";"No homework"
"236";"3/30/2021 14:24:26";"AI";"yes";"0";"mu";"nee";"female";"I have no idea what you are talking about";NA;0;"no";55;5;NA;"10H 0M 0S";"Sun";"Good food"
"237";"3/30/2021 14:24:33";"AI";"yes";"1";"mu";"ja";"male";"fat";"1995-10-27";0;"no";70;99,99;NA;"NA  ";"work, friends, play, food, sex";"relaxation, laziness, ice cream"
"238";"3/30/2021 14:24:51";"Bioinformatics";"yes";"0";"mu";"nee";"male";"fat";"1901-01-01";0;"no";NA;0;1;"8H 0M 0S";"FIFA2020";"FIFA2021"
"239";"3/30/2021 14:25:10";"Bioinformatics";"yes";"0";"mu";"nee";"male";"fat";"1999-02-07";0;"no";60;5;8;"1H 0M 0S";"Sleeping in";"No mandatory to do's "
"240";"3/30/2021 14:26:11";"MSc Finance - Duisenberg Honours Programme of Quantitative Risk Management";"no";"0";"mu";"nee";"male";"fat";"1998-12-17";0;"yes";25;NA;NA;"11H 31M 0S";"happiness";"general feelings of happiness caused by a multitude of factors"
"241";"3/30/2021 14:29:48";"Business Analytics";"yes";"0";"mu";"nee";"male";"I have no idea what you are talking about";"1966-06-27";0;"no";90;100;NA;"23H 45M 0S";"Universe is there";"Universe is still there"
"242";"3/30/2021 14:30:33";"AI";"yes";"1";"mu";"ja";"female";"I have no idea what you are talking about";"1999-03-01";0;"no";35;40;8;"23H 45M 0S";"Nice weather";"Being able to do something fun without having to think about anything else "
"243";"3/30/2021 14:32:23";"AI";"yes";"1";"mu";"nee";"male";"neither";NA;0;"no";57;100;NA;"5H 0M 0S";"cat 1";"cat 2"
"244";"3/30/2021 14:32:59";"Business Analytics";"yes";"0";"mu";"ja";"male";"I have no idea what you are talking about";"1999-07-17";0;"no";33;399;3;"NA  ";"Girlfriend";"Winning"
"245";"3/30/2021 14:35:08";"AI";"no";"unknown";"mu";"nee";"female";"I have no idea what you are talking about";"1995-03-08";2;"no";68;13;NA;"30M 0S ";"sleep";"sun"
"246";"3/30/2021 14:40:53";"QRM";"yes";"0";"mu";"nee";"male";"fat";NA;100;"no";50;10;4;"23H 0M 0S";"good weather";"less stress"
"247";"3/30/2021 14:41:07";"Econometrics and Data Science";"no";"0";"sigma";"nee";"female";"fat";"1997-06-29";1;"yes";60;5;7;"1H 0M 0S";"Pancakes ";"Sun"
"248";"3/30/2021 14:44:53";"artificial intelligence";"yes";"0";"mu";"ja";"female";"neither";"1999-04-23";1;"no";20;100;NA;"NA  ";"reading";"no school"
"249";"3/30/2021 14:51:18";"BA";"yes";"1";"mu";"ja";"male";"fat";"1999-04-19";3;"no";75;100;6;"2H 0M 0S";"Good amount of sleep";"Doing something new"
"250";"3/30/2021 14:56:37";"Bioinformatics";"yes";"0";"sigma";"nee";"female";"I have no idea what you are talking about";"1988-02-06";1;"no";70;30;3;"45M 0S ";"Sunny and dry weather";"having good conversations with friends"
"251";"3/30/2021 15:01:20";"Finance and Technology";"yes";"0";"mu";"nee";"male";"neither";"1992-05-05";1;"no";90;10;7;"12H 47M 0S";"sun is out";"work out"
"252";"3/30/2021 15:32:10";"Bioinformatics";"yes";"unknown";"mu";"unknown";"female";"slim";"1998-09-04";0;"no";55;0,1;4;"23H 0M 0S";"Sleep";"Food"
"253";"3/30/2021 15:45:22";"Bioinformatics & Systems Biology";"no";"0";"unknown";"ja";"female";"neither";"1976-05-01";0;"no";50;5;6;"1M 0S ";"Getting stuff done";"Trying something new"
"254";"3/30/2021 15:46:56";"CS";"no";"0";"mu";"nee";"female";"fat";"1995-11-24";0;"no";60;20;4;"22H 0M 0S";"Coffee";"Video game"
"255";"3/30/2021 16:00:00";"Econometrics & Operations Research ";"no";"0";"sigma";"nee";"male";"fat";"1997-09-30";0;"no";27;0,5;8;"30M 0S ";"Gym/sport ";"Drinking "
"256";"3/30/2021 16:06:45";"Computational Science";"no";"unknown";"mu";"nee";"male";"I have no idea what you are talking about";"1995-04-14";4;"no";30;0;NA;"NA  ";"a variety of activities";"what i said before this question"
"257";"3/30/2021 17:22:43";"BA";"yes";"0";"mu";"nee";"female";"neither";"1996-11-26";0;"no";65;25;6;"23H 0M 0S";"Nice weather";"Friends"
"258";"3/30/2021 17:22:58";"Master Bioinformatics and Systems Biology";"yes";"unknown";"mu";"ja";"female";"fat";NA;2;"no";75;5;7;"23H 30M 0S";"Sunny weather";"Taking medicine"
"259";"3/30/2021 17:31:48";"Ai";"no";"0";"mu";"nee";"male";"fat";"1993-04-29";2;"no";76;35;3;"0S  ";"Health";"Family"
"260";"3/30/2021 17:32:22";"MSc Bioinformatics and systems biology";"yes";"0";"mu";"ja";"male";"fat";NA;0;"yes";65;40;2;"23H 0M 0S";"can relax";"Can do some kind of activity (sports)"
"261";"3/30/2021 17:32:37";"Business Analytics";"yes";"1";"mu";"ja";"male";"slim";"1998-01-06";0;"no";10;10;5;"23H 30M 0S";"no stress";"doing sports"
"262";"3/30/2021 17:34:15";"Computer Science";"yes";"1";"mu";"ja";"male";"fat";NA;0;"no";50;10;6;"23H 0M 0S";"Free";"Sports"
"263";"3/30/2021 17:35:59";"Quantative Risk Management";"no";"0";"mu";"nee";"male";"neither";"1998-02-26";2;"no";NA;0,25;NA;"2H 0M 0S";"Not filling in pointless surveys";"Seeing loved ones"
"264";"3/30/2021 17:38:28";"Computational Science";"yes";"1";"mu";"ja";"female";"neither";"1997-06-03";0;"unknown";80;30;NA;"22H 15M 0S";"Good food";"Friends "
"265";"3/30/2021 17:45:04";"Artificial Intelligence";"yes";"0";"mu";"nee";"female";"neither";"1997-09-23";0;"no";80;NA;5;"NA  ";"laughter";"no homework"
"266";"3/30/2021 17:46:28";"Msc Artificial Intelligence ";"yes";"1";"mu";"ja";"male";"fat";"1895-09-30";265;"yes";NA;2,5;NA;"23H 23M 0S";"Sunny weather";"Women with sundresses on"
"267";"3/30/2021 17:46:38";"Finance and Technology";"yes";"0";"mu";"nee";"male";"neither";"1988-04-15";7;"yes";25;100;NA;"24H 0M 0S";"Fun";"Sleep"
"268";"3/30/2021 17:53:12";"MSc Ai";"yes";"1";"mu";"ja";"male";"slim";NA;8979937;"unknown";NA;100;NA;"NA  ";"Sex";"Sex * 2"
"269";"3/30/2021 17:57:08";"AI";"yes";"1";"mu";"ja";"male";"neither";"1995-05-03";0;"no";99;3,14;NA;"NA  ";"No deadlines";"#ADATOTHEMOON"
"270";"3/30/2021 17:58:46";"Business Analytics";"yes";"1";"mu";"ja";"female";"I have no idea what you are talking about";"1997-09-04";0;"no";NA;2;5;"2H 0M 0S";"Hot temperature";"Airco"
"271";"3/30/2021 18:02:16";"Artificial Intelligence";"yes";"1";"mu";"ja";"male";"fat";"1995-01-04";1;"no";10;0,5;1;"23H 15M 0S";"Good sleep";"Nice people"
"272";"3/30/2021 18:02:50";"Bioinformatics and systems biology ";"no";"0";"mu";"nee";"male";"neither";"1995-10-24";0;"no";100;10;NA;"0S  ";"Meeting a friend ";"Having a good meal"
"273";"3/30/2021 18:04:36";"AI: cognitive science track";"no";"1";"mu";"ja";"unknown";"slim";NA;1;"no";30;1e+07;NA;"1H 0M 0S";"Making money and not being with my girlfriend";"Not being with my girlfriend and making money"
"274";"3/30/2021 18:11:57";"Artificial Intelligence";"yes";"1";"mu";"ja";"female";"slim";"1998-08-05";1;"no";100;0;NA;"23H 0M 0S";"Sun";"Chocolate"
"275";"3/30/2021 18:12:21";"Bioinformatics and systems biology ";"no";"0";"mu";"nee";"male";"neither";"1995-10-24";0;"no";100;10;NA;"0S  ";"Meeting a friend ";"Having a good meal"
"276";"3/30/2021 18:12:43";"Ai";"yes";"0";"sigma";"ja";"unknown";"neither";"1337-11-11";7;"no";69;NA;NA;"1H 30M 0S";"Good food";"Lots of sleep"
"277";"3/30/2021 18:19:03";"Bioinformatics";"no";"0";"sigma";"ja";"female";"fat";"1997-01-23";14;"no";NA;NA;5;"NA  ";"less hmw";"clear instructions to get 10 from hmw!"
"278";"3/30/2021 18:35:43";"MSC Bioinformatics and systems Biology";"yes";"0";"sigma";"ja";"male";"fat";"1993-06-20";300;"unknown";NA;100;6;"1H 0M 0S";"productive";"funny"
"279";"3/30/2021 18:39:26";"Master AI at UvA";"yes";"1";"mu";"nee";"male";"slim";"2000-06-16";1;"no";40;50;NA;"NA  ";"50";"50"
"280";"3/30/2021 18:39:31";"M Bioinformatics and Systems Biology";"yes";"0";"mu";"nee";"female";"I have no idea what you are talking about";"1996-07-06";0;"no";100;30;10;"16H 0M 0S";"No homework, no school";"No school, no homework"
"281";"3/30/2021 18:39:35";"Econometrics and Data Science";"yes";"0";"mu";"nee";"male";"fat";"1997-08-31";0;"no";50;50;9;"2H 0M 0S";"Good weather";"No covid"
"282";"3/30/2021 18:48:33";"Je zusje";"yes";"1";"mu";"ja";"unknown";"slim";"2001-01-01";6;"yes";99;NA;NA;"NA  ";"1";"2"
"283";"3/30/2021 18:56:08";"EDS";"no";"0";"mu";"ja";"male";"I have no idea what you are talking about";"2001-01-01";4;"no";NA;100;NA;"1H 11M 0S";"Puthie";"More puthie"
"284";"3/30/2021 19:03:43";"Artificial Intelligence";"yes";"0";"mu";"ja";"male";"I have no idea what you are talking about";"1998-07-28";0;"no";35;33;NA;"23H 49M 0S";"weather";"full stomach"
"285";"3/30/2021 19:05:48";"QRM";"yes";"1";"mu";"ja";"female";"I have no idea what you are talking about";"1996-06-27";1;"no";22;75;5;"2H 0M 0S";"Surrounded with family";"Food"
"286";"3/30/2021 19:06:48";"Bioinformatics and systems biology ";"no";"0";"mu";"nee";"male";"neither";"1995-10-24";0;"no";100;10;NA;"0S  ";"Meeting a friend ";"Having a good meal"
"287";"3/30/2021 19:36:23";"Artificial Intelligence";"yes";"1";"mu";"ja";"female";"slim";"1998-08-05";1;"no";100;0;NA;"23H 0M 0S";"Sun";"Chocolate"
"288";"3/30/2021 19:39:32";"Econometrics";"yes";"1";"mu";"ja";"male";"neither";"1998-01-15";2;"yes";60;60;NA;"4H 45M 0S";"Sun";"Girls"
"289";"3/30/2021 19:59:03";"CS: Big Data";"yes";"0";"mu";"ja";"male";"neither";NA;2;"no";60;NA;7;"12H 20M 0S";"delicious food";"relaxing atmosphere "
"290";"3/30/2021 20:05:41";"Information Studies: Data Science";"yes";"0";"mu";"nee";"female";"neither";"1997-03-26";1;"yes";98;0;NA;"23H 30M 0S";"Finishing tasks";"GME go brrrr"
"291";"3/30/2021 20:05:56";"Bioinformatics and Systems Biology ";"yes";"1";"sigma";"ja";"male";"slim";"1996-01-22";1;"yes";50;0;NA;"0S  ";"Sun";"Wine"
"292";"3/30/2021 20:19:21";"Master Econometrics and Operations Research: Data Science track";"yes";"0";"mu";"ja";"female";"fat";NA;0;"no";80;100;10;"1H 15M 0S";"Good food";"Sunny day"
"293";"3/30/2021 20:26:14";"Data Science track (UvA)";"yes";"1";"mu";"ja";"male";"fat";NA;0;"no";100;100;NA;"0S  ";"Warhammer";"Warhammer 40.000"
"294";"3/30/2021 20:31:27";"Mathematics";"yes";"0";"sigma";"nee";"unknown";"I have no idea what you are talking about";"1997-08-24";0;"unknown";45;0;NA;"NA  ";"you";"also you"
"295";"3/30/2021 21:00:15";"Econometrics and Operations Research";"yes";"0";"mu";"ja";"male";"neither";NA;3;"yes";10;50;6;"1H 0M 0S";"love";"sex"
"296";"3/30/2021 21:02:22";"MSc AI";"no";"0";"sigma";"unknown";"male";"I have no idea what you are talking about";"1993-04-22";0;"unknown";20;2;NA;"NA  ";"5";"5"
