scrh_id,iDCG
9584,31.0
9586,31.0
9588,1.0
9591,1.0
9592,1.0
9600,31.0
9601,31.0
9602,31.0
9603,31.0
9604,1.0
9605,1.0
9606,31.0
9607,1.0
9609,31.0
9610,31.0
9611,31.0
9612,31.0
9613,31.0
9614,31.0
9617,1.0
9618,31.0
9619,1.0
9620,31.0
9621,31.0
9626,31.0
9627,31.0
9628,31.0
9631,31.0
9632,31.0
9633,31.0
9636,1.0
9637,31.0
9638,31.0
9639,31.0
9640,31.0
9641,31.0
9642,31.0
9643,31.0
9645,31.0
9646,31.0
9647,31.0
9649,31.0
9650,31.0
9655,31.0
9656,31.0
9659,31.0
9662,31.0
9664,31.0
9666,31.0
9669,31.0
9670,31.0
9671,31.0
9676,31.0
9677,1.0
9678,31.0
9680,1.0
9682,1.0
9683,1.0
9685,1.0
9686,31.0
9687,31.0
9688,31.0
9690,31.0
9691,31.630929753571458
9692,31.0
9693,31.630929753571458
9694,31.0
9696,31.0
9697,31.0
9698,1.0
9700,31.0
9701,31.0
9702,2.5616063116448506
9703,31.0
9706,1.0
9707,1.0
9708,31.0
9710,31.0
9712,31.0
9715,31.0
9716,1.0
9717,31.0
9718,1.0
9719,31.630929753571458
9720,31.0
9721,31.0
9727,31.0
9728,1.0
9729,31.0
9730,31.0
9731,1.0
9732,31.0
9735,31.0
9736,31.0
9738,31.0
9739,31.0
9740,2.5616063116448506
9741,31.0
9744,31.0
9749,31.0
9752,31.0
9753,31.0
9754,31.0
9756,1.0
9758,31.0
9759,31.0
9760,1.0
9761,1.0
9763,31.0
9765,31.0
9770,31.0
9771,1.0
9772,1.0
9773,31.0
9774,1.0
9775,1.0
9776,31.0
9781,31.0
9782,31.0
9784,31.0
9785,31.0
9786,31.630929753571458
9789,31.0
9791,31.0
9792,31.0
9793,1.6309297535714575
9796,1.0
9798,31.0
9800,31.0
9805,31.0
9807,31.0
9808,1.0
9809,31.0
9810,31.0
9811,31.0
9812,31.0
9813,31.0
9820,31.0
9822,31.0
9823,31.0
9826,31.0
9828,1.0
9829,31.0
9834,31.0
9835,31.0
9836,1.0
9838,31.0
9839,1.0
9840,31.630929753571458
9841,31.0
9843,31.0
9844,31.0
9846,1.0
9848,1.0
9850,31.0
9851,1.0
9852,31.0
9853,31.0
9854,31.0
9855,31.0
9856,31.0
9859,31.0
9860,31.0
9862,31.0
9863,2.1309297535714578
9865,31.0
9866,31.0
9867,31.0
9868,31.0
9869,1.0
9870,1.6309297535714575
9871,31.0
9872,31.0
9873,1.0
9877,31.0
9878,1.0
9879,31.0
9880,31.0
9882,1.0
9885,31.0
9886,31.0
9887,31.630929753571458
9888,31.0
9889,31.0
9890,1.0
9891,1.6309297535714575
9893,31.0
9897,31.0
9898,1.0
9900,1.0
9902,1.0
9903,31.0
9904,31.0
9906,31.0
9908,31.630929753571458
9909,31.0
9910,31.0
9911,31.0
9916,31.0
9918,31.0
9919,1.0
9920,31.0
9921,31.0
9922,31.630929753571458
9924,1.0
9925,1.0
9926,31.0
9927,31.0
9928,1.0
9929,1.0
9932,31.0
9935,31.0
9939,31.0
9940,31.0
9942,31.630929753571458
9943,31.0
9945,1.0
9946,31.0
9947,31.0
9949,31.0
9950,31.0
9951,31.0
9953,1.0
9954,31.0
9956,1.0
9959,31.0
9963,31.0
9964,1.0
9968,31.630929753571458
9969,1.0
9970,31.0
9971,31.0
9972,31.0
9973,1.0
9974,1.0
9975,1.0
9976,31.0
9977,31.0
9978,31.0
9981,31.0
9982,1.0
9983,31.0
9984,31.0
9985,31.0
9988,31.0
9989,31.0
9991,31.0
9992,31.0
9993,31.0
9994,1.0
9995,31.0
9996,31.0
10002,31.0
10003,2.1309297535714578
10004,31.0
10005,31.0
10007,1.0
10008,31.0
10009,31.0
10010,31.0
10011,1.0
10012,1.0
10013,31.0
10015,31.0
10016,31.0
10017,1.0
10018,31.0
10020,31.0
10022,31.0
10024,31.0
10025,31.0
10027,31.0
10029,1.0
10030,31.0
10032,31.0
10033,31.0
10034,1.6309297535714575
10035,31.0
10036,31.0
10041,1.0
10042,31.0
10043,31.0
10045,31.0
10046,31.0
10047,1.0
10050,31.0
10053,31.0
10054,1.0
10056,31.0
10058,31.0
10059,1.0
10060,31.0
10061,31.0
10063,1.0
10064,1.0
10065,31.0
10067,1.0
10070,31.0
10071,1.0
10072,31.0
10073,31.0
10074,1.0
10075,31.0
10079,31.0
10082,31.0
10083,1.0
10085,1.0
10086,31.0
10087,1.0
10088,1.0
10091,31.0
10092,31.0
10094,31.0
10099,31.0
10102,31.0
10103,31.0
10104,31.0
10106,31.0
10107,1.0
10109,1.0
10113,1.0
10115,31.0
10116,31.0
10120,33.30466630598741
10122,31.0
10123,31.630929753571458
10125,31.0
10126,1.0
10128,1.0
10131,1.0
10132,31.0
10134,31.0
10136,31.0
10137,2.1309297535714578
10138,31.0
10139,1.0
10140,31.0
10142,1.0
10145,31.0
10146,31.0
10147,1.0
10148,31.0
10149,31.0
10151,31.0
10152,31.0
10154,1.0
10155,31.0
10159,31.0
10160,1.0
10161,31.630929753571458
10162,31.0
10163,31.0
10165,31.0
10166,31.0
10167,31.0
10168,1.0
10169,1.0
10170,31.0
10173,31.0
10175,31.0
10176,1.0
10181,1.0
10182,31.0
10183,31.0
10184,31.0
10185,1.0
10186,31.0
10187,1.0
10190,1.0
10191,31.0
10192,1.0
10196,1.0
10197,31.0
10198,31.0
10199,1.0
10200,1.0
10201,31.0
10202,31.0
10203,1.0
10204,31.0
10209,1.0
10210,31.0
10212,31.0
10213,31.0
10217,31.0
10218,31.0
10219,31.0
10220,1.0
10221,1.0
10224,31.0
10226,1.0
10229,1.0
10230,31.0
10231,31.0
10234,31.0
10235,2.5616063116448506
10236,31.0
10237,31.0
10238,31.0
10239,1.0
10241,31.0
10245,1.6309297535714575
10246,1.0
10247,31.0
10248,32.56160631164485
10250,31.0
10251,31.0
10253,31.0
10254,1.0
10256,1.0
10257,31.0
10259,31.0
10260,31.0
10262,1.0
10263,1.0
10266,31.0
10267,31.0
10270,1.0
10271,31.0
10272,31.0
10273,31.0
10274,31.0
10276,1.0
10277,31.0
10278,31.0
10281,31.0
10282,31.0
10283,1.0
10287,31.0
10288,31.0
10291,31.0
10292,1.0
10293,31.0
10295,31.0
10297,1.0
10299,1.0
10300,31.0
10301,31.0
10302,31.0
10304,31.0
10305,31.0
10306,31.0
10307,31.0
10309,1.0
10312,31.630929753571458
10315,1.0
10317,1.0
10318,1.6309297535714575
10319,31.0
10320,31.0
10321,1.0
10322,31.0
10324,31.0
10326,31.0
10328,31.0
10330,31.0
10332,31.0
10333,31.0
10334,31.0
10337,31.0
10338,31.0
10339,1.6309297535714575
10340,31.0
10341,31.0
10342,31.0
10344,1.0
10346,31.0
10348,31.0
10349,31.0
10350,31.0
10351,31.0
10352,1.0
10354,32.13092975357146
10356,1.0
10357,31.0
10358,1.0
10359,1.0
10360,31.0
10361,31.0
10362,31.0
10363,1.0
10366,1.0
10367,31.0
10369,1.0
10370,31.0
10371,1.0
10373,1.0
10375,1.0
10376,31.0
10378,31.0
10379,31.0
10381,31.0
10384,1.0
10385,31.0
10388,31.0
10392,1.0
10394,1.0
10395,31.0
10397,31.0
10399,31.0
10404,31.0
10407,31.0
10408,31.0
10409,1.0
10410,31.0
10412,1.0
10413,31.0
10415,31.0
10416,31.0
10417,31.0
10419,1.6309297535714575
10420,31.0
10421,31.0
10423,31.630929753571458
10425,1.0
10426,1.0
10427,31.0
10428,1.0
10429,1.0
10430,31.0
10433,1.0
10434,1.0
10435,31.0
10438,31.0
10439,31.0
10444,31.0
10445,31.0
10446,31.0
10448,31.0
10450,31.0
10451,31.0
10454,31.0
10455,1.0
10456,31.0
10457,31.0
10460,1.0
10461,31.0
10462,31.0
10463,31.0
10464,1.0
10465,31.630929753571458
10466,31.0
10467,1.0
10469,1.0
10470,1.0
10472,31.0
10473,31.0
10476,31.0
10477,31.0
10480,31.0
10482,31.0
10485,1.0
10487,1.0
10489,1.0
10491,31.0
10496,31.0
10497,31.0
10500,31.0
10502,31.0
10504,31.0
10505,31.0
10507,1.0
10509,1.0
10510,31.0
10513,31.0
10515,31.0
10518,31.0
10519,31.0
10521,31.0
10522,31.0
10524,31.0
10525,31.0
10528,31.0
10532,31.0
10533,31.0
10534,31.0
10535,1.0
10537,1.0
10539,31.630929753571458
10540,31.0
10542,31.0
10545,31.630929753571458
10548,31.0
10549,31.0
10551,31.630929753571458
10552,31.0
10555,31.0
10556,1.0
10557,31.0
10558,31.0
10560,31.0
10561,31.0
10562,31.0
10567,31.0
10569,31.0
10570,31.630929753571458
10571,1.0
10572,31.0
10573,31.0
10574,31.0
10578,31.0
10579,31.0
10581,31.0
10582,31.0
10583,3.3046663059874146
10585,31.0
10586,31.630929753571458
10587,31.0
10589,1.0
10591,31.0
10599,1.0
10601,31.0
10603,1.0
10606,31.0
10607,31.0
10608,31.0
10609,1.0
10611,31.0
10612,1.0
10613,1.0
10614,31.0
10615,31.0
10616,31.0
10617,1.0
10618,31.0
10619,31.0
10621,31.0
10622,31.0
10624,31.0
10627,1.0
10628,31.0
10630,1.0
10632,1.0
10633,31.0
10634,31.0
10636,31.0
10637,31.0
10638,31.0
10639,31.0
10641,31.0
10643,31.0
10644,1.0
10646,31.0
10647,31.0
10654,1.6309297535714575
10657,31.0
10658,31.0
10659,31.0
10660,31.0
10661,31.630929753571458
10662,1.0
10664,31.0
10665,31.0
10667,31.0
10668,31.0
10670,31.0
10672,1.0
10673,31.0
10674,31.0
10676,31.0
10678,31.0
10680,31.0
10683,31.0
10685,31.0
10686,31.0
10687,31.0
10688,31.0
10689,1.0
10690,31.0
10691,31.630929753571458
10692,31.0
10693,1.0
10694,31.0
10695,31.0
10696,1.0
10697,31.0
10698,1.0
10703,1.0
10704,31.0
10706,1.0
10707,31.0
10708,31.0
10710,31.0
10711,1.0
10712,1.0
10716,31.0
10722,1.0
10723,31.630929753571458
10724,31.0
10725,31.0
10726,31.0
10727,1.0
10730,31.630929753571458
10732,31.0
10733,31.0
10736,31.0
10738,1.0
10739,31.0
10741,31.0
10742,1.0
10743,31.0
10744,1.0
10745,1.0
10747,1.0
10749,1.0
10750,1.0
10751,31.0
10752,31.0
10753,31.0
10756,31.0
10757,31.0
10758,31.0
10760,31.0
10761,1.0
10762,31.0
10763,31.0
10764,1.0
10767,1.0
10768,31.0
10770,1.0
10771,31.0
10772,31.0
10773,31.630929753571458
10774,31.0
10776,31.0
10777,31.0
10778,31.0
10779,31.0
10780,31.0
10781,31.0
10782,1.0
10784,31.0
10786,31.0
10789,31.0
10790,1.0
10793,31.0
10794,1.0
10797,31.0
10798,1.0
10800,31.0
10801,31.0
10802,31.0
10804,31.0
10806,31.0
10807,1.0
10809,31.0
10810,31.0
10812,31.0
10813,31.0
10814,31.0
10816,31.0
10817,31.0
10818,31.0
10822,31.0
10823,31.0
10824,31.0
10825,1.6309297535714575
10826,1.0
10829,31.0
10830,31.0
10831,31.0
10834,31.0
10836,1.0
10837,1.0
10838,31.0
10840,31.0
10841,31.0
10844,31.0
10846,31.0
10849,31.0
10850,31.0
10851,1.0
10852,31.0
10854,1.0
10855,31.0
10856,31.0
10858,1.0
10860,1.0
10861,31.0
10862,31.630929753571458
10866,1.0
10867,1.0
10868,31.0
10869,31.0
10870,1.0
10871,1.0
10873,31.0
10878,31.0
10879,31.0
10880,31.0
10883,32.13092975357146
10884,31.0
10885,31.0
10889,1.0
10891,31.0
10892,1.6309297535714575
10893,31.630929753571458
10894,31.0
10897,1.0
10898,31.0
10900,31.0
10901,31.0
10903,31.0
10906,31.0
10907,1.0
10909,31.0
10910,1.0
10913,1.0
10915,31.0
10917,31.0
10918,1.0
10921,31.0
10923,1.0
10924,31.0
10925,31.0
10926,1.0
10927,31.0
10930,31.0
10931,31.0
10932,31.0
10933,31.0
10934,31.0
10936,31.0
10938,1.0
10939,1.0
10940,31.0
10941,31.0
10945,31.0
10946,31.0
10947,1.0
10949,31.0
10951,31.0
10952,1.0
10954,31.0
10955,31.0
10956,31.0
10957,31.0
10961,1.0
10963,31.0
10965,31.0
10968,31.0
10969,31.0
10970,1.6309297535714575
10971,31.0
10972,1.0
10975,31.0
10976,1.0
10977,32.13092975357146
10978,31.0
10979,31.0
10981,1.0
10984,31.0
10985,31.0
10986,31.0
10987,31.0
10988,31.0
10990,31.0
10993,31.0
10994,31.0
10995,1.0
10997,1.0
10998,31.0
10999,31.0
11000,31.0
11001,31.0
11006,1.0
11007,31.0
11008,31.0
11009,31.0
11011,31.0
11012,1.6309297535714575
11013,1.0
11014,31.0
11018,1.0
11020,1.0
11021,31.0
11023,31.0
11026,1.0
11027,1.0
11029,31.0
11031,31.0
11032,31.0
11033,1.0
11034,1.0
11035,1.6309297535714575
11042,1.0
11044,1.0
11045,31.0
11046,31.0
11049,31.0
11054,31.0
11055,31.0
11056,1.0
11057,1.0
11058,1.0
11059,1.0
11060,31.0
11061,31.630929753571458
11062,1.0
11064,31.0
11066,31.0
11067,1.0
11071,1.0
11072,1.0
11073,1.0
11074,31.0
11076,31.0
11077,31.0
11078,31.0
11079,1.0
11081,31.0
11082,1.0
11083,1.0
11084,31.0
11086,1.6309297535714575
11087,1.0
11089,31.0
11093,31.0
11095,31.0
11098,31.0
11099,31.0
11102,1.0
11103,1.0
11105,1.0
11106,31.0
11108,31.0
11110,31.0
11117,31.0
11119,31.0
11120,31.0
11121,1.0
11122,31.0
11123,31.0
11124,31.0
11126,31.0
11127,31.0
11128,31.0
11133,31.0
11135,31.0
11136,31.0
11137,31.0
11138,31.0
11139,31.0
11142,1.0
11143,1.0
11148,31.0
11150,31.0
11151,31.0
11153,31.630929753571458
11154,1.0
11155,31.0
11156,31.0
11157,31.0
11158,1.0
11161,31.0
11162,31.0
11164,1.0
11165,31.0
11166,31.0
11169,31.0
11170,31.0
11171,31.0
11173,1.0
11179,1.0
11182,31.0
11183,31.0
11184,1.0
11185,1.0
11186,31.0
11187,1.0
11188,31.0
11189,31.630929753571458
11190,31.0
11191,1.0
11193,31.0
11196,31.0
11198,1.0
11199,31.0
11200,1.0
11204,31.0
11205,31.0
11207,31.0
11208,31.0
11211,1.0
11212,31.0
11213,1.0
11214,31.0
11215,1.0
11216,31.0
11217,31.0
11221,31.0
11224,1.0
11226,31.0
11230,31.0
11231,1.0
11232,31.0
11233,31.0
11235,1.0
11239,31.0
11240,31.0
11243,31.0
11244,31.0
11245,31.0
11247,31.0
11250,1.0
11251,31.0
11252,1.0
11253,31.0
11254,31.0
11257,31.0
11258,31.0
11259,1.0
11260,1.0
11261,1.0
11262,31.0
11263,31.0
11264,31.0
11267,31.0
11268,31.0
11269,1.0
11270,31.0
11271,31.0
11272,1.0
11273,1.0
11274,31.0
11275,31.0
11277,1.0
11280,31.0
11282,31.0
11283,31.0
11284,31.630929753571458
11285,31.0
11287,2.1309297535714578
11288,1.0
11290,31.0
11291,1.0
11292,31.0
11294,31.0
11296,31.0
11297,31.0
11298,31.0
11301,31.0
11303,31.0
11304,31.0
11306,31.0
11310,31.0
11312,31.0
11314,31.0
11318,1.0
11319,1.0
11320,31.0
11321,31.0
11322,1.0
11323,31.0
11324,31.0
11328,1.0
11330,31.0
11331,31.630929753571458
11332,31.0
11333,31.0
11335,31.630929753571458
11336,1.0
11337,31.0
11339,31.0
11342,31.0
11344,31.0
11345,1.0
11346,31.0
11347,31.0
11348,1.0
11349,1.0
11350,31.0
11351,31.630929753571458
11352,31.0
11354,31.0
11356,31.0
11357,1.0
11358,1.0
11360,31.0
11361,31.0
11364,31.0
11365,31.0
11366,1.6309297535714575
11367,31.0
11369,1.0
11370,31.0
11371,31.0
11372,1.0
11374,31.0
11377,31.0
11378,31.0
11379,1.6309297535714575
11380,1.0
11384,31.0
11387,31.0
11389,31.0
11390,1.0
11391,1.0
11392,1.0
11393,31.0
11394,1.0
11395,31.0
11397,31.0
11398,31.0
11401,31.0
11403,31.0
11404,1.0
11405,31.0
11406,31.0
11409,1.0
11411,31.0
11412,31.0
11413,1.0
11415,1.0
11417,31.0
11418,31.0
11419,1.0
11423,31.0
11425,31.0
11428,31.0
11429,31.0
11430,1.0
11431,1.0
11432,31.0
11433,31.0
11435,1.0
11438,31.0
11439,1.0
11444,1.0
11445,1.0
11446,1.0
11447,31.0
11449,31.0
11450,1.6309297535714575
11451,31.0
11456,31.0
11457,31.0
11458,31.0
11459,31.0
11461,1.0
11463,31.0
11464,31.0
11465,31.0
11466,31.0
11467,31.0
11468,31.0
11469,31.0
11476,1.0
11478,1.0
11479,31.0
11480,31.0
11481,31.0
11482,31.0
11483,31.0
11484,1.0
11485,31.0
11488,31.0
11489,4.543559338088346
11492,1.0
11493,31.0
11494,31.0
11495,31.0
11496,31.0
11500,31.0
11501,2.9484591188793923
11502,31.0
11505,31.0
11511,31.0
11514,1.0
11515,31.0
11516,31.0
11517,31.0
11518,31.0
11519,1.0
11520,1.0
11521,31.0
11523,1.0
11527,31.0
11528,1.0
11530,1.0
11531,31.0
11532,1.0
11533,31.0
11536,31.0
11537,31.0
11538,31.0
11539,31.0
11544,31.0
11546,1.0
11547,31.0
11548,31.0
11549,31.0
11550,31.0
11551,31.0
11552,31.0
11554,31.0
11556,31.630929753571458
11557,31.0
11558,31.0
11559,31.0
11561,31.0
11563,31.0
11565,1.0
11566,31.630929753571458
11567,1.0
11568,31.0
11570,31.0
11572,31.0
11573,31.0
11575,31.0
11577,31.0
11578,1.0
11579,31.0
11581,31.0
11582,1.0
11583,31.0
11584,31.0
11587,1.0
11588,31.0
11589,1.0
11590,1.0
11591,31.0
11595,31.0
11597,31.0
11599,31.0
11600,1.0
11602,31.0
11603,31.0
11604,1.0
11605,1.0
11609,1.0
11612,31.0
11614,31.630929753571458
11615,1.0
11617,1.0
11618,31.0
11619,1.0
11622,31.0
11623,31.0
11625,31.0
11628,31.0
11630,31.0
11633,1.0
11636,31.0
11638,1.0
11640,31.0
11641,1.0
11642,31.0
11646,1.0
11647,31.0
11649,31.0
11650,31.0
11651,31.0
11653,31.0
11654,1.0
11655,31.0
11662,31.0
11664,1.0
11667,1.0
11669,31.0
11671,31.0
11675,1.0
11676,1.0
11677,31.630929753571458
11678,31.0
11680,1.0
11681,1.0
11682,1.0
11683,1.0
11687,31.0
11689,31.0
11692,1.0
11694,31.0
11695,1.0
11697,31.0
11698,1.0
11701,1.0
11703,1.0
11704,31.0
11706,1.0
11707,31.0
11708,31.0
11709,31.0
11710,1.0
11711,1.0
11712,31.0
11717,31.0
11718,1.0
11719,1.0
11720,31.0
11724,2.1309297535714578
11726,1.0
11728,31.0
11730,1.6309297535714575
11731,31.0
11735,1.0
11736,1.0
11737,1.0
11740,31.630929753571458
11741,31.0
11743,31.0
11747,31.0
11748,31.0
11750,1.0
11751,1.0
11752,31.0
11753,1.0
11754,1.0
11755,31.0
11758,31.0
11759,31.0
11760,31.0
11761,31.630929753571458
11762,31.0
11763,31.0
11764,31.0
11766,31.0
11768,31.0
11769,31.0
11770,31.0
11774,31.0
11779,1.0
11781,31.0
11783,31.0
11784,1.0
11786,1.0
11788,1.0
11794,31.0
11799,31.0
11800,1.0
11802,31.0
11803,31.0
11804,32.13092975357146
11805,31.0
11806,1.0
11810,32.56160631164485
11812,1.0
11813,31.0
11814,31.0
11815,31.0
11816,31.0
11818,1.0
11819,1.0
11820,31.0
11823,31.630929753571458
11828,31.0
11829,1.0
11831,31.0
11833,31.0
11834,31.0
11835,31.0
11836,1.0
11838,1.0
11839,31.0
11842,31.0
11844,1.0
11848,31.0
11850,1.0
11851,31.0
11852,31.0
11856,31.0
11857,31.0
11858,1.0
11863,31.0
11864,31.0
11865,31.0
11866,31.0
11867,31.0
11868,31.0
11870,31.0
11872,31.0
11873,31.0
11874,1.0
11876,1.0
11877,31.0
11878,1.0
11879,31.630929753571458
11881,31.0
11883,31.0
11885,1.0
11886,1.0
11888,1.0
11889,31.0
11890,1.0
11892,31.0
11894,31.0
11895,31.0
11896,31.630929753571458
11897,31.0
11899,31.0
11900,31.0
11901,31.0
11904,31.0
11905,31.0
11907,31.0
11908,31.0
11909,1.0
11912,31.0
11913,31.0
11914,1.0
11915,31.0
11916,31.0
11917,1.0
11918,31.0
11923,31.0
11928,31.0
11929,31.0
11930,31.0
11933,31.0
11935,31.0
11937,31.0
11938,1.0
11939,31.0
11946,1.0
11948,31.0
11950,1.0
11955,31.0
11956,1.6309297535714575
11957,31.0
11959,1.0
11960,31.0
11961,32.13092975357146
11962,1.0
11963,1.0
11968,1.6309297535714575
11969,31.0
11970,31.0
11971,31.0
11972,1.6309297535714575
11975,1.0
11976,31.0
11979,31.630929753571458
11980,1.0
11982,1.0
11986,31.0
11988,31.0
11989,31.0
11991,31.0
11992,31.0
11993,1.0
11994,31.0
11995,1.0
11999,31.0
12000,31.0
12001,1.0
12002,1.0
12003,1.0
12006,31.0
12007,31.0
12008,31.0
12010,1.0
12015,31.0
12016,1.0
12018,1.0
12022,31.630929753571458
12023,31.0
12024,1.0
12027,1.0
12030,31.0
12038,1.0
12039,31.0
12042,31.0
12043,1.0
12044,1.0
12045,1.0
12046,1.0
12047,31.0
12049,31.0
12052,1.0
12053,31.0
12054,31.0
12055,1.0
12056,31.0
12059,31.0
12062,31.0
12064,31.0
12068,1.0
12070,1.0
12078,31.0
12082,1.0
12086,1.0
12088,1.0
12095,31.0
12097,1.0
12098,1.0
12099,31.0
12100,1.0
12101,31.0
12103,31.0
12104,1.0
12109,31.0
12110,2.5616063116448506
12111,31.0
12113,1.0
12114,31.0
12115,31.0
12116,1.0
12117,31.0
12118,31.630929753571458
12119,31.0
12120,1.0
12121,31.0
12122,31.0
12125,31.0
12127,31.0
12128,31.0
12132,31.0
12133,31.0
12134,31.0
12135,31.0
12136,31.0
12137,31.0
12138,31.0
12139,31.0
12140,1.0
12142,31.0
12144,31.0
12145,31.0
12146,31.0
12147,31.0
12151,1.0
12154,31.0
12156,31.0
12158,31.0
12160,1.0
12162,1.0
12165,31.630929753571458
12166,31.0
12168,31.0
12169,31.0
12171,1.0
12172,31.0
12174,31.0
12175,31.0
12177,1.0
12178,31.0
12179,31.0
12181,1.0
12182,1.0
12183,31.630929753571458
12187,1.0
12188,31.0
12189,31.0
12190,31.0
12191,1.0
12193,1.6309297535714575
12195,31.0
12197,31.0
12198,31.0
12199,1.0
12200,32.56160631164485
12201,31.0
12203,1.0
12206,31.0
12210,31.0
12211,31.0
12212,31.0
12213,31.0
12215,31.0
12216,31.0
12217,31.0
12218,31.630929753571458
12219,1.0
12221,31.0
12222,31.0
12223,31.0
12225,31.0
12226,1.0
12227,31.0
12229,1.0
12231,2.1309297535714578
12232,1.0
12233,1.0
12234,31.0
12235,2.5616063116448506
12236,1.0
12237,31.0
12239,31.0
12240,31.0
12241,31.0
12242,31.0
12243,31.0
12245,31.0
12246,31.0
12247,31.0
12248,31.0
12249,31.0
12251,31.0
12253,31.0
12256,31.0
12257,31.0
12258,31.0
12262,31.0
12263,31.0
12265,1.0
12266,31.0
12267,31.0
12268,31.0
12270,31.0
12272,31.0
12273,31.0
12274,31.630929753571458
12276,1.0
12277,1.0
12279,31.0
12282,31.0
12283,31.0
12286,1.0
12289,31.0
12291,1.0
12292,31.0
12293,31.0
12295,31.0
12296,31.0
12297,31.0
12298,1.6309297535714575
12299,31.630929753571458
12300,1.0
12302,31.0
12303,32.56160631164485
12304,31.0
12305,1.0
12307,31.0
12308,31.0
12309,31.0
12310,31.0
12312,1.0
12315,31.0
12317,31.0
12318,31.0
12319,31.0
12320,1.6309297535714575
12322,1.0
12324,31.0
12328,1.0
12334,31.0
12335,31.0
12337,31.0
12340,1.0
12343,31.0
12344,31.0
12345,1.0
12346,1.0
12347,31.0
12348,31.0
12349,31.0
12350,1.0
12351,31.0
12352,31.0
12354,31.0
12357,31.0
12359,1.0
12361,31.630929753571458
12362,31.0
12363,1.0
12365,31.0
12367,31.0
12369,31.0
12370,1.0
12372,1.0
12374,31.0
12375,31.0
12376,31.0
12378,31.0
12379,34.54355933808834
12380,31.0
12381,31.0
12383,1.0
12385,1.0
12388,31.0
12389,31.0
12390,1.0
12393,31.0
12395,31.630929753571458
12396,31.0
12397,31.0
12398,31.0
12400,31.0
12402,1.0
12403,31.0
12405,31.0
12406,31.0
12408,1.0
12410,31.0
12413,31.0
12415,1.0
12416,1.0
12417,31.0
12418,31.0
12419,1.0
12420,1.0
12421,31.0
12423,31.0
12425,31.0
12427,31.0
12429,31.0
12430,31.0
12431,31.0
12432,31.0
12435,31.0
12438,31.0
12439,1.0
12440,31.0
12441,31.0
12443,31.0
12445,31.0
12446,1.0
12447,31.0
12448,31.0
12450,31.0
12451,1.0
12452,1.0
12453,31.0
12454,1.0
12455,31.0
12457,31.0
12458,32.13092975357146
12459,31.0
12463,31.0
12464,31.0
12467,31.0
12468,31.0
12469,31.0
12470,1.0
12472,1.0
12474,1.0
12476,1.0
12479,31.0
12486,31.0
12487,31.0
12489,31.0
12490,31.0
12491,31.0
12492,1.0
12493,31.0
12495,1.0
12496,1.0
12497,31.0
12498,31.0
12501,1.0
12502,1.0
12503,31.630929753571458
12505,31.0
12506,31.0
12507,31.0
12508,1.0
12510,31.0
12512,31.0
12513,31.0
12514,31.0
12516,31.0
12517,31.0
12519,31.0
12520,1.0
12525,31.0
12527,31.0
12530,1.0
12531,1.0
12536,1.0
12538,31.0
12539,31.0
12541,1.0
12543,31.0
12544,31.0
12545,31.0
12547,31.0
12550,31.0
12551,1.0
12553,31.0
12556,1.0
12557,31.0
12558,31.0
12560,31.0
12561,1.0
12562,31.0
12563,1.6309297535714575
12564,1.0
12569,31.0
12570,1.0
12571,31.630929753571458
12573,35.09274043816679
12576,31.0
12577,31.0
12579,31.0
12581,31.0
12582,31.0
12585,31.0
12586,31.0
12588,1.0
12591,31.0
12592,31.0
12593,32.13092975357146
12594,31.630929753571458
12595,31.0
12596,31.0
12600,1.0
12601,32.13092975357146
12602,31.0
12603,31.0
12604,32.56160631164485
12607,1.0
12611,1.0
12612,31.0
12615,1.0
12620,31.0
12621,31.0
12624,31.0
12625,31.0
12626,31.0
12628,32.56160631164485
12630,31.0
12631,1.6309297535714575
12632,31.0
12633,31.0
12636,31.630929753571458
12639,31.0
12641,31.0
12642,31.0
12643,31.0
12644,31.0
12645,1.0
12647,31.0
12648,31.0
12650,1.0
12652,31.0
12654,31.0
12655,31.0
12656,31.0
12657,31.0
12658,1.0
12659,1.0
12660,1.0
12661,31.0
12667,31.0
12668,31.0
12669,31.0
12670,1.6309297535714575
12671,31.0
12672,1.0
12673,31.0
12674,31.0
12676,31.0
12679,31.0
12681,31.0
12682,1.0
12684,31.0
12686,31.0
12689,31.0
12690,31.0
12691,31.0
12696,31.0
12698,31.0
12700,31.0
12703,31.0
12704,31.0
12705,31.0
12708,31.0
12709,1.0
12711,31.0
12715,31.0
12716,31.0
12718,31.0
12720,31.0
12722,31.0
12723,31.0
12724,1.0
12725,1.0
12726,31.630929753571458
12727,1.0
12729,31.0
12730,31.0
12731,31.0
12733,31.0
12734,4.543559338088346
12735,31.0
12736,1.0
12738,31.0
12739,1.0
12741,1.0
12742,1.6309297535714575
12744,31.0
12746,1.0
12747,31.0
12748,1.0
12749,1.0
12750,31.0
12752,31.0
12753,31.0
12754,1.0
12755,1.0
12757,31.0
12758,31.0
12759,31.0
12761,32.13092975357146
12762,1.0
12763,32.56160631164485
12764,1.0
12765,31.0
12766,31.0
12767,1.6309297535714575
12769,31.0
12771,31.0
12772,31.0
12777,31.0
12778,2.1309297535714578
12780,1.0
12781,31.0
12782,31.0
12786,1.0
12789,31.0
12791,1.0
12793,31.0
12795,31.0
12796,31.0
12797,31.0
12799,31.0
12801,1.0
12803,1.0
12804,31.0
12805,31.0
12807,31.0
